Rank,Ticker,Name,Weight
132,NOC,NORTHROP GRUMMAN CORP,0.140688
133,EQIX,EQUINIX INC,0.139174
134,EMR,EMERSON ELECTRIC CO,0.138069
135,USB,US BANCORP,0.137395
136,AJG,ARTHUR J GALLAGHER + CO,0.137348
137,BK,BANK OF NEW YORK MELLON CORP,0.134931
138,FI,FISERV INC,0.134242
139,HWM,HOWMET AEROSPACE INC,0.132825
140,AZO,AUTOZONE INC,0.130033
141,TDG,TRANSDIGM GROUP INC,0.129608
142,WMB,WILLIAMS COS INC,0.128123
143,ELV,ELEVANCE HEALTH INC,0.126845
144,JCI,JOHNSON CONTROLS INTERNATION,0.126724
145,ITW,ILLINOIS TOOL WORKS,0.126631
146,CTAS,CINTAS CORP,0.1252
147,HCA,HCA HEALTHCARE INC,0.1244
148,ADSK,AUTODESK INC,0.123808
149,ECL,ECOLAB INC,0.123663
150,VST,VISTRA CORP,0.123663
151,COIN,COINBASE GLOBAL INC  CLASS A,0.122194
152,CL,COLGATE PALMOLIVE CO,0.121457
153,ZTS,ZOETIS INC,0.119552
154,FCX,FREEPORT MCMORAN INC,0.117897
155,HLT,HILTON WORLDWIDE HOLDINGS IN,0.117896
156,APD,AIR PRODUCTS + CHEMICALS INC,0.116843
157,EOG,EOG RESOURCES INC,0.116762
158,PYPL,PAYPAL HOLDINGS INC,0.116698
159,TRV,TRAVELERS COS INC/THE,0.113204
160,TEL,TE CONNECTIVITY PLC,0.112276
161,URI,UNITED RENTALS INC,0.111189
162,UPS,UNITED PARCEL SERVICE CL B,0.110787
163,NSC,NORFOLK SOUTHERN CORP,0.110303
164,CSX,CSX CORP,0.110001
165,APO,APOLLO GLOBAL MANAGEMENT INC,0.109756
166,MAR,MARRIOTT INTERNATIONAL  CL A,0.108574
167,TFC,TRUIST FINANCIAL CORP,0.105743
168,REGN,REGENERON PHARMACEUTICALS,0.10518
169,GLW,CORNING INC,0.103975
170,AEP,AMERICAN ELECTRIC POWER,0.10354
171,PWR,QUANTA SERVICES INC,0.10292
172,CMI,CUMMINS INC,0.100906
173,GM,GENERAL MOTORS CO,0.100602
174,SPG,SIMON PROPERTY GROUP INC,0.100559
175,NXPI,NXP SEMICONDUCTORS NV,0.100516
176,MPC,MARATHON PETROLEUM CORP,0.099812
177,ROP,ROPER TECHNOLOGIES INC,0.099145
178,AXON,AXON ENTERPRISE INC,0.099013
179,DLR,DIGITAL REALTY TRUST INC,0.098723
180,BDX,BECTON DICKINSON AND CO,0.09734
181,SRE,SEMPRA,0.09701
182,FAST,FASTENAL CO,0.096918
183,O,REALTY INCOME CORP,0.096816
184,SLB,SCHLUMBERGER LTD,0.096453
185,PSX,PHILLIPS 66,0.096219
186,ALL,ALLSTATE CORP,0.095847
187,KMI,KINDER MORGAN INC,0.095273
188,PCAR,PACCAR INC,0.095197
189,ABNB,AIRBNB INC CLASS A,0.094905
190,AFL,AFLAC INC,0.094244
191,CMG,CHIPOTLE MEXICAN GRILL INC,0.09363
192,LHX,L3HARRIS TECHNOLOGIES INC,0.093486
193,COR,CENCORA INC,0.0934
194,IDXX,IDEXX LABORATORIES INC,0.092465
195,FTNT,FORTINET INC,0.091991
196,D,DOMINION ENERGY INC,0.09119
197,FDX,FEDEX CORP,0.090271
198,DHI,DR HORTON INC,0.089586
199,CTVA,CORTEVA INC,0.089122
200,ROST,ROSS STORES INC,0.088543
201,CARR,CARRIER GLOBAL CORP,0.088518
202,VLO,VALERO ENERGY CORP,0.088351
203,WDAY,WORKDAY INC CLASS A,0.087491
204,CBRE,CBRE GROUP INC   A,0.087208
205,AMP,AMERIPRISE FINANCIAL INC,0.085387
206,RSG,REPUBLIC SERVICES INC,0.084239
207,PSA,PUBLIC STORAGE,0.083348
208,BKR,BAKER HUGHES CO,0.083094
209,F,FORD MOTOR CO,0.08222
210,OKE,ONEOK INC,0.081961
211,EW,EDWARDS LIFESCIENCES CORP,0.081912
212,AIG,AMERICAN INTERNATIONAL GROUP,0.081213
213,MET,METLIFE INC,0.081097
214,MSCI,MSCI INC,0.080814
215,MNST,MONSTER BEVERAGE CORP,0.080192
216,GWW,WW GRAINGER INC,0.079391
217,DDOG,DATADOG INC   CLASS A,0.079244
218,AME,AMETEK INC,0.078968
219,EXC,EXELON CORP,0.07861
220,PAYX,PAYCHEX INC,0.07758
221,CPRT,COPART INC,0.076955
222,KMB,KIMBERLY CLARK CORP,0.076729
223,EBAY,EBAY INC,0.076298
224,XEL,XCEL ENERGY INC,0.075211
225,STX,SEAGATE TECHNOLOGY HOLDINGS,0.074762
226,TTWO,TAKE TWO INTERACTIVE SOFTWRE,0.074554
227,TGT,TARGET CORP,0.074434
228,CCI,CROWN CASTLE INC,0.074272
229,YUM,YUM  BRANDS INC,0.073971
230,KR,KROGER CO,0.073723
231,XYZ,BLOCK INC,0.07367
232,PEG,PUBLIC SERVICE ENTERPRISE GP,0.07307
233,RMD,RESMED INC,0.072075
234,MPWR,MONOLITHIC POWER SYSTEMS INC,0.071812
235,ETR,ENTERGY CORP,0.071799
236,VMC,VULCAN MATERIALS CO,0.071201
237,ROK,ROCKWELL AUTOMATION INC,0.070759
238,NDAQ,NASDAQ INC,0.070736
239,DAL,DELTA AIR LINES INC,0.070644
240,SYY,SYSCO CORP,0.070319
241,FICO,FAIR ISAAC CORP,0.069538
242,EA,ELECTRONIC ARTS INC,0.069395
243,MLM,MARTIN MARIETTA MATERIALS,0.068108
244,HIG,HARTFORD INSURANCE GROUP INC,0.067749
245,PRU,PRUDENTIAL FINANCIAL INC,0.067673
246,DELL,DELL TECHNOLOGIES  C,0.067231
247,KDP,KEURIG DR PEPPER INC,0.066946
248,VRSK,VERISK ANALYTICS INC,0.066665
249,GRMN,GARMIN LTD,0.065997
250,CSGP,COSTAR GROUP INC,0.065553
251,WBD,WARNER BROS DISCOVERY INC,0.065168
252,CAH,CARDINAL HEALTH INC,0.06514
253,KVUE,KENVUE INC,0.064615
254,A,AGILENT TECHNOLOGIES INC,0.064602
255,TRGP,TARGA RESOURCES CORP,0.064166
256,UAL,UNITED AIRLINES HOLDINGS INC,0.06393
257,GEHC,GE HEALTHCARE TECHNOLOGY,0.06368
258,FIS,FIDELITY NATIONAL INFO SERV,0.063679
259,ED,CONSOLIDATED EDISON INC,0.063009
260,OTIS,OTIS WORLDWIDE CORP,0.06293
261,WEC,WEC ENERGY GROUP INC,0.062682
262,VICI,VICI PROPERTIES INC,0.062469
263,MCHP,MICROCHIP TECHNOLOGY INC,0.062426
264,CTSH,COGNIZANT TECH SOLUTIONS A,0.061909
265,PCG,P G + E CORP,0.061882
266,XYL,XYLEM INC,0.061587
267,ACGL,ARCH CAPITAL GROUP LTD,0.061388
268,CCL,CARNIVAL CORP,0.061026
269,WTW,WILLIS TOWERS WATSON PLC,0.060172
270,WDC,WESTERN DIGITAL CORP,0.060044
271,HUM,HUMANA INC,0.059997
272,NUE,NUCOR CORP,0.059376
273,WAB,WABTEC CORP,0.058669
274,IR,INGERSOLL RAND INC,0.058375
275,OXY,OCCIDENTAL PETROLEUM CORP,0.058372
276,HPE,HEWLETT PACKARD ENTERPRISE,0.058342
277,DD,DUPONT DE NEMOURS INC,0.05818
278,LEN,LENNAR CORP A,0.057911
279,EFX,EQUIFAX INC,0.057705
280,STT,STATE STREET CORP,0.057656
281,TSCO,TRACTOR SUPPLY COMPANY,0.056961
282,MTB,M + T BANK CORP,0.056841
283,EXR,EXTRA SPACE STORAGE INC,0.056205
284,VTR,VENTAS INC,0.056108
285,IQV,IQVIA HOLDINGS INC,0.056099
286,RJF,RAYMOND JAMES FINANCIAL INC,0.055601
287,NRG,NRG ENERGY INC,0.055266
288,EQT,EQT CORP,0.054605
289,FITB,FIFTH THIRD BANCORP,0.053825
290,BR,BROADRIDGE FINANCIAL SOLUTIO,0.053579
291,DXCM,DEXCOM INC,0.053346
292,KEYS,KEYSIGHT TECHNOLOGIES IN,0.053253
293,ADM,ARCHER DANIELS MIDLAND CO,0.052824
294,IRM,IRON MOUNTAIN INC,0.052202
295,SYF,SYNCHRONY FINANCIAL,0.051792
296,DTE,DTE ENERGY COMPANY,0.050635
297,AVB,AVALONBAY COMMUNITIES INC,0.049991
298,PHM,PULTEGROUP INC,0.049743
299,ODFL,OLD DOMINION FREIGHT LINE,0.049732
300,GIS,GENERAL MILLS INC,0.049388
301,IBKR,INTERACTIVE BROKERS GRO CL A,0.049268
302,HSY,HERSHEY CO/THE,0.049008
303,LYV,LIVE NATION ENTERTAINMENT IN,0.048851
304,AWK,AMERICAN WATER WORKS CO INC,0.048648
305,AEE,AMEREN CORPORATION,0.04837
306,VLTO,VERALTO CORP,0.048238
307,EXPE,EXPEDIA GROUP INC,0.048185
308,HPQ,HP INC,0.047824
309,MTD,METTLER TOLEDO INTERNATIONAL,0.047489
310,TDY,TELEDYNE TECHNOLOGIES INC,0.047486
311,PPL,PPL CORP,0.047471
312,BRO,BROWN + BROWN INC,0.047262
313,ATO,ATMOS ENERGY CORP,0.047194
314,FANG,DIAMONDBACK ENERGY INC,0.046244
315,HBAN,HUNTINGTON BANCSHARES INC,0.04608
316,NTAP,NETAPP INC,0.045448
317,PPG,PPG INDUSTRIES INC,0.045447
318,CHTR,CHARTER COMMUNICATIONS INC A,0.045092
319,NTRS,NORTHERN TRUST CORP,0.044869
320,WSM,WILLIAMS SONOMA INC,0.044771
321,CNP,CENTERPOINT ENERGY INC,0.044557
322,PTC,PTC INC,0.044469
323,DRI,DARDEN RESTAURANTS INC,0.04445
324,STE,STERIS PLC,0.04431
325,NVR,NVR INC,0.044156
326,CBOE,CBOE GLOBAL MARKETS INC,0.044124
327,IP,INTERNATIONAL PAPER CO,0.043971
328,CINF,CINCINNATI FINANCIAL CORP,0.04369
329,DOV,DOVER CORP,0.043679
330,RF,REGIONS FINANCIAL CORP,0.043511
331,VRSN,VERISIGN INC,0.043264
332,HUBB,HUBBELL INC,0.042785
333,TYL,TYLER TECHNOLOGIES INC,0.042762
334,LDOS,LEIDOS HOLDINGS INC,0.042655
335,ES,EVERSOURCE ENERGY,0.042616
336,PODD,INSULET CORP,0.042573
337,ULTA,ULTA BEAUTY INC,0.042172
338,LH,LABCORP HOLDINGS INC,0.041831
339,TROW,T ROWE PRICE GROUP INC,0.041681
340,CHD,CHURCH + DWIGHT CO INC,0.041623
341,DG,DOLLAR GENERAL CORP,0.041293
342,JBL,JABIL INC,0.041173
343,KHC,KRAFT HEINZ CO/THE,0.041012
344,EQR,EQUITY RESIDENTIAL,0.04073
345,DVN,DEVON ENERGY CORP,0.040563
346,SMCI,SUPER MICRO COMPUTER INC,0.04038
347,SW,SMURFIT WESTROCK PLC,0.040363
348,CFG,CITIZENS FINANCIAL GROUP,0.03994
349,FE,FIRSTENERGY CORP,0.039864
350,CPAY,CORPAY INC,0.039572
351,TPR,TAPESTRY INC,0.039527
352,WRB,WR BERKLEY CORP,0.039401
353,STZ,CONSTELLATION BRANDS INC A,0.039176
354,CDW,CDW CORP/DE,0.039074
355,FSLR,FIRST SOLAR INC,0.038911
356,BIIB,BIOGEN INC,0.038771
357,EIX,EDISON INTERNATIONAL,0.038429
358,CMS,CMS ENERGY CORP,0.038282
359,K,KELLANOVA,0.03826
360,SBAC,SBA COMMUNICATIONS CORP,0.038239
361,GDDY,GODADDY INC   CLASS A,0.037898
362,GPN,GLOBAL PAYMENTS INC,0.037736
363,EXE,EXPAND ENERGY CORP,0.037153
364,ON,ON SEMICONDUCTOR,0.036664
365,DGX,QUEST DIAGNOSTICS INC,0.03666
366,ZBH,ZIMMER BIOMET HOLDINGS INC,0.036645
367,EL,ESTEE LAUDER COMPANIES CL A,0.036243
368,TTD,TRADE DESK INC/THE  CLASS A,0.036123
369,GPC,GENUINE PARTS CO,0.035485
370,TRMB,TRIMBLE INC,0.035383
371,DLTR,DOLLAR TREE INC,0.035143
372,NI,NISOURCE INC,0.034656
373,PKG,PACKAGING CORP OF AMERICA,0.034616
374,FFIV,F5 INC,0.034464
375,HAL,HALLIBURTON CO,0.034105
376,AMCR,AMCOR PLC,0.03409
377,KEY,KEYCORP,0.033954
378,WST,WEST PHARMACEUTICAL SERVICES,0.033655
379,WY,WEYERHAEUSER CO,0.033556
380,CTRA,COTERRA ENERGY INC,0.033297
381,PNR,PENTAIR PLC,0.033259
382,IT,GARTNER INC,0.033221
383,LVS,LAS VEGAS SANDS CORP,0.033215
384,TER,TERADYNE INC,0.033183
385,STLD,STEEL DYNAMICS INC,0.033113
386,LULU,LULULEMON ATHLETICA INC,0.032803
387,APTV,APTIV PLC,0.032629
388,LII,LENNOX INTERNATIONAL INC,0.032511
389,LUV,SOUTHWEST AIRLINES CO,0.032356
390,WAT,WATERS CORP,0.032105
391,DECK,DECKERS OUTDOOR CORP,0.032017
392,J,JACOBS SOLUTIONS INC,0.031989
393,DOW,DOW INC,0.031659
394,TPL,TEXAS PACIFIC LAND CORP,0.031626
395,MKC,MCCORMICK + CO NON VTG SHRS,0.031352
396,INVH,INVITATION HOMES INC,0.03119
397,SNA,SNAP ON INC,0.031159
398,ESS,ESSEX PROPERTY TRUST INC,0.030932
399,L,LOEWS CORP,0.030548
400,CNC,CENTENE CORP,0.030357
401,IFF,INTL FLAVORS + FRAGRANCES,0.030334
402,PFG,PRINCIPAL FINANCIAL GROUP,0.030304
403,EXPD,EXPEDITORS INTL WASH INC,0.030244
404,FTV,FORTIVE CORP,0.030184
405,MAA,MID AMERICA APARTMENT COMM,0.030009
406,LNT,ALLIANT ENERGY CORP,0.029722
407,EVRG,EVERGY INC,0.02961
408,ROL,ROLLINS INC,0.029312
409,BLDR,BUILDERS FIRSTSOURCE INC,0.028992
410,GEN,GEN DIGITAL INC,0.0288
411,ZBRA,ZEBRA TECHNOLOGIES CORP CL A,0.028764
412,TSN,TYSON FOODS INC CL A,0.028556
413,MAS,MASCO CORP,0.028488
414,DPZ,DOMINO S PIZZA INC,0.027775
415,CHRW,C.H. ROBINSON WORLDWIDE INC,0.027552
416,CLX,CLOROX COMPANY,0.027235
417,OMC,OMNICOM GROUP,0.027148
418,BBY,BEST BUY CO INC,0.027054
419,ALLE,ALLEGION PLC,0.027038
420,KIM,KIMCO REALTY CORP,0.026964
421,HOLX,HOLOGIC INC,0.026614
422,TXT,TEXTRON INC,0.026359
423,EG,EVEREST GROUP LTD,0.026314
424,BALL,BALL CORP,0.025385
425,LYB,LYONDELLBASELL INDU CL A,0.025338
426,FDS,FACTSET RESEARCH SYSTEMS INC,0.02517
427,CF,CF INDUSTRIES HOLDINGS INC,0.024978
428,INCY,INCYTE CORP,0.02469
429,COO,COOPER COS INC/THE,0.024307
430,TKO,TKO GROUP HOLDINGS INC,0.024063
431,AVY,AVERY DENNISON CORP,0.023586
432,ARE,ALEXANDRIA REAL ESTATE EQUIT,0.023326
433,DOC,HEALTHPEAK PROPERTIES INC,0.022685
434,FOXA,FOX CORP   CLASS A,0.022501
435,BAX,BAXTER INTERNATIONAL INC,0.0224
436,RL,RALPH LAUREN CORP,0.022352
437,IEX,IDEX CORP,0.022195
438,NDSN,NORDSON CORP,0.022139
439,HST,HOST HOTELS + RESORTS INC,0.022096
440,POOL,POOL CORP,0.021969
441,SWK,STANLEY BLACK + DECKER INC,0.021941
442,VTRS,VIATRIS INC,0.021367
443,NCLH,NORWEGIAN CRUISE LINE HOLDIN,0.021296
444,CPT,CAMDEN PROPERTY TRUST,0.021168
445,SJM,JM SMUCKER CO/THE,0.021148
446,REG,REGENCY CENTERS CORP,0.021146
447,JKHY,JACK HENRY + ASSOCIATES INC,0.021089
448,GL,GLOBE LIFE INC,0.021056
449,UDR,UDR INC,0.020934
450,AKAM,AKAMAI TECHNOLOGIES INC,0.020727
451,SWKS,SKYWORKS SOLUTIONS INC,0.020069
452,NWSA,NEWS CORP   CLASS A,0.020017
453,GNRC,GENERAC HOLDINGS INC,0.019982
454,BXP,BXP INC,0.01985
455,JBHT,HUNT (JB) TRANSPRT SVCS INC,0.019841
456,PAYC,PAYCOM SOFTWARE INC,0.019749
457,BG,BUNGE GLOBAL SA,0.019544
458,UHS,UNIVERSAL HEALTH SERVICES B,0.01953
459,DAY,DAYFORCE INC,0.01951
460,HII,HUNTINGTON INGALLS INDUSTRIE,0.019399
461,SOLV,SOLVENTUM CORP,0.019384
462,WYNN,WYNN RESORTS LTD,0.019278
463,AIZ,ASSURANT INC,0.019115
464,MOS,MOSAIC CO/THE,0.019007
465,PNW,PINNACLE WEST CAPITAL,0.018887
466,HAS,HASBRO INC,0.018779
467,MOH,MOLINA HEALTHCARE INC,0.018282
468,IVZ,INVESCO LTD,0.018188
469,RVTY,REVVITY INC,0.018078
470,IPG,INTERPUBLIC GROUP OF COS INC,0.017783
471,KMX,CARMAX INC,0.016704
472,MTCH,MATCH GROUP INC,0.016688
473,CAG,CONAGRA BRANDS INC,0.016589
474,ALGN,ALIGN TECHNOLOGY INC,0.016577
475,AES,AES CORP,0.016373
476,EPAM,EPAM SYSTEMS INC,0.016009
477,ALB,ALBEMARLE CORP,0.015721
478,AOS,SMITH (A.O.) CORP,0.01546
479,MRNA,MODERNA INC,0.015391
480,LKQ,LKQ CORP,0.015299
481,HSIC,HENRY SCHEIN INC,0.015156
482,TAP,MOLSON COORS BEVERAGE CO   B,0.015115
483,ERIE,ERIE INDEMNITY COMPANY CL A,0.015107
484,TECH,BIO TECHNE CORP,0.015027
485,APA,APA CORP,0.014843
486,LW,LAMB WESTON HOLDINGS INC,0.014562
487,FRT,FEDERAL REALTY INVS TRUST,0.014147
488,EMN,EASTMAN CHEMICAL CO,0.014078
489,CRL,CHARLES RIVER LABORATORIES,0.014043
490,BEN,FRANKLIN RESOURCES INC,0.013749
491,HRL,HORMEL FOODS CORP,0.01324
492,MHK,MOHAWK INDUSTRIES INC,0.013129
493,MGM,MGM RESORTS INTERNATIONAL,0.013085
494,MKTX,MARKETAXESS HOLDINGS INC,0.012747
495,FOX,FOX CORP   CLASS B,0.012495
496,CPB,THE CAMPBELL S COMPANY,0.011855
497,DVA,DAVITA INC,0.009905
498,PSKY,PARAMOUNT SKYDANCE CL B,0.009671
499,CZR,CAESARS ENTERTAINMENT INC,0.009467
500,BF.B,BROWN FORMAN CORP CLASS B,0.008935
501,ENPH,ENPHASE ENERGY INC,0.008833
502,NWS,NEWS CORP   CLASS B,0.006493
